"Notes"	"HHS Region"	"HHS Region Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	"2015"	"2015"	219	13592690	1.6
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	"2016"	"2016"	260	13806499	1.9
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	"2017"	"2017"	258	14005257	1.8
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Heroin"	"T40.1"	"2014"	"2014"	454	13402965	3.4
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Heroin"	"T40.1"	"2015"	"2015"	467	13592690	3.4
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Heroin"	"T40.1"	"2016"	"2016"	481	13806499	3.5
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Heroin"	"T40.1"	"2017"	"2017"	501	14005257	3.6
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other opioids"	"T40.2"	"2014"	"2014"	522	13402965	3.9
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other opioids"	"T40.2"	"2015"	"2015"	532	13592690	3.9
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other opioids"	"T40.2"	"2016"	"2016"	554	13806499	4.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other opioids"	"T40.2"	"2017"	"2017"	500	14005257	3.6
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Methadone"	"T40.3"	"2014"	"2014"	211	13402965	1.6
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Methadone"	"T40.3"	"2015"	"2015"	210	13592690	1.5
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Methadone"	"T40.3"	"2016"	"2016"	204	13806499	1.5
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Methadone"	"T40.3"	"2017"	"2017"	183	14005257	1.3
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	128	13402965	1.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	130	13592690	1.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	171	13806499	1.2
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	294	14005257	2.1
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cocaine"	"T40.5"	"2014"	"2014"	131	13402965	1.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cocaine"	"T40.5"	"2015"	"2015"	133	13592690	1.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cocaine"	"T40.5"	"2016"	"2016"	139	13806499	1.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cocaine"	"T40.5"	"2017"	"2017"	184	14005257	1.3
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other and unspecified narcotics"	"T40.6"	"2014"	"2014"	265	13402965	2.0
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other and unspecified narcotics"	"T40.6"	"2015"	"2015"	260	13592690	1.9
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other and unspecified narcotics"	"T40.6"	"2016"	"2016"	236	13806499	1.7
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Other and unspecified narcotics"	"T40.6"	"2017"	"2017"	268	14005257	1.9
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cannabis (derivatives)"	"T40.7"	"2014"	"2014"	13	13402965	Unreliable
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cannabis (derivatives)"	"T40.7"	"2015"	"2015"	21	13592690	0.2
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cannabis (derivatives)"	"T40.7"	"2016"	"2016"	29	13806499	0.2
	"HHS Region #10  AK, ID, OR, WA"	"HHS10"	"Cannabis (derivatives)"	"T40.7"	"2017"	"2017"	20	14005257	0.1
"---"
"Dataset: Multiple Cause of Death, 1999-2017"
"Query Parameters:"
"MCD - ICD-10 Codes: F11.0 (Mental and behavioural disorders due to use of opioids, acute intoxication); F11.1 (Mental and"
"behavioural disorders due to use of opioids, harmful use); F11.2 (Mental and behavioural disorders due to use of opioids,"
"dependence syndrome); F11.3 (Mental and behavioural disorders due to use of opioids, withdrawal state); F11.4 (Mental and"
"behavioural disorders due to use of opioids, withdrawal state with delirium); F11.5 (Mental and behavioural disorders due to use"
"of opioids, psychotic disorder); F11.6 (Mental and behavioural disorders due to use of opioids, amnesic syndrome); F11.7 (Mental"
"and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder); F11.8 (Mental and behavioural"
"disorders due to use of opioids, other mental and behavioural disorders); F11.9 (Mental and behavioural disorders due to use of"
"opioids, unspecified mental and behavioural disorder); T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone);"
"T40.4 (Other synthetic narcotics); T40.5 (Cocaine); T40.6 (Other and unspecified narcotics); T40.7 (Cannabis (derivatives));"
"T40.8 (Lysergide [LSD]); T40.9 (Other and unspecified psychodysleptics [hallucinogens])"
"Year/Month: 2014; 2015; 2016; 2017"
"Group By: HHS Region; Multiple Cause of death; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 11, 2019 5:02:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Oct 11, 2019 5:02:34 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Totals and sub-totals show the frequency of the selected causes of death, which may be greater than the number of deaths."
"Note that any single death record may have up to 20 causes. More information."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1 resident"
"population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"6. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
