"Notes"	"Census Division"	"Census Division Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Feb., 2017"	"2017/02"	348	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Mar., 2017"	"2017/03"	395	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Apr., 2017"	"2017/04"	390	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"May, 2017"	"2017/05"	360	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jun., 2017"	"2017/06"	366	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jul., 2017"	"2017/07"	354	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Aug., 2017"	"2017/08"	391	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Sep., 2017"	"2017/09"	324	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Oct., 2017"	"2017/10"	355	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Nov., 2017"	"2017/11"	337	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Dec., 2017"	"2017/12"	407	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"			13681	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jan., 2014"	"2014/01"	357	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Feb., 2014"	"2014/02"	347	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Mar., 2014"	"2014/03"	360	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Apr., 2014"	"2014/04"	334	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"May, 2014"	"2014/05"	341	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jun., 2014"	"2014/06"	368	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jul., 2014"	"2014/07"	405	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Aug., 2014"	"2014/08"	401	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Sep., 2014"	"2014/09"	353	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Oct., 2014"	"2014/10"	371	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Nov., 2014"	"2014/11"	421	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Dec., 2014"	"2014/12"	434	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jan., 2015"	"2015/01"	477	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Feb., 2015"	"2015/02"	454	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Mar., 2015"	"2015/03"	446	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Apr., 2015"	"2015/04"	401	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"May, 2015"	"2015/05"	450	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jun., 2015"	"2015/06"	413	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jul., 2015"	"2015/07"	475	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Aug., 2015"	"2015/08"	462	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Sep., 2015"	"2015/09"	444	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Oct., 2015"	"2015/10"	490	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Nov., 2015"	"2015/11"	443	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Dec., 2015"	"2015/12"	474	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jan., 2016"	"2016/01"	446	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Feb., 2016"	"2016/02"	581	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Mar., 2016"	"2016/03"	647	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Apr., 2016"	"2016/04"	604	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"May, 2016"	"2016/05"	650	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jun., 2016"	"2016/06"	674	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jul., 2016"	"2016/07"	686	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Aug., 2016"	"2016/08"	712	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Sep., 2016"	"2016/09"	672	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Oct., 2016"	"2016/10"	787	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Nov., 2016"	"2016/11"	739	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Dec., 2016"	"2016/12"	769	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jan., 2017"	"2017/01"	798	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Feb., 2017"	"2017/02"	733	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Mar., 2017"	"2017/03"	769	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Apr., 2017"	"2017/04"	747	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"May, 2017"	"2017/05"	805	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jun., 2017"	"2017/06"	815	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Jul., 2017"	"2017/07"	724	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Aug., 2017"	"2017/08"	777	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Sep., 2017"	"2017/09"	739	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Oct., 2017"	"2017/10"	716	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Nov., 2017"	"2017/11"	704	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"	"Dec., 2017"	"2017/12"	810	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"Male"	"M"			27025	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"					40706	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jan., 2014"	"2014/01"	78	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Feb., 2014"	"2014/02"	69	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Mar., 2014"	"2014/03"	74	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Apr., 2014"	"2014/04"	64	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"May, 2014"	"2014/05"	73	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jun., 2014"	"2014/06"	64	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jul., 2014"	"2014/07"	68	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Aug., 2014"	"2014/08"	88	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Sep., 2014"	"2014/09"	62	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Oct., 2014"	"2014/10"	83	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Nov., 2014"	"2014/11"	83	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Dec., 2014"	"2014/12"	73	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jan., 2015"	"2015/01"	80	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Feb., 2015"	"2015/02"	80	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Mar., 2015"	"2015/03"	115	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Apr., 2015"	"2015/04"	93	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"May, 2015"	"2015/05"	94	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jun., 2015"	"2015/06"	78	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jul., 2015"	"2015/07"	88	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Aug., 2015"	"2015/08"	92	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Sep., 2015"	"2015/09"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Oct., 2015"	"2015/10"	83	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Nov., 2015"	"2015/11"	77	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Dec., 2015"	"2015/12"	91	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jan., 2016"	"2016/01"	104	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Feb., 2016"	"2016/02"	100	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Mar., 2016"	"2016/03"	102	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Apr., 2016"	"2016/04"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"May, 2016"	"2016/05"	95	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jun., 2016"	"2016/06"	104	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jul., 2016"	"2016/07"	91	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Aug., 2016"	"2016/08"	109	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Sep., 2016"	"2016/09"	100	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Oct., 2016"	"2016/10"	106	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Nov., 2016"	"2016/11"	100	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Dec., 2016"	"2016/12"	122	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jan., 2017"	"2017/01"	126	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Feb., 2017"	"2017/02"	104	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Mar., 2017"	"2017/03"	132	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Apr., 2017"	"2017/04"	117	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"May, 2017"	"2017/05"	114	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jun., 2017"	"2017/06"	92	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Jul., 2017"	"2017/07"	121	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Aug., 2017"	"2017/08"	96	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Sep., 2017"	"2017/09"	87	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Oct., 2017"	"2017/10"	108	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Nov., 2017"	"2017/11"	107	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"	"Dec., 2017"	"2017/12"	135	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Female"	"F"			4472	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jan., 2014"	"2014/01"	115	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Feb., 2014"	"2014/02"	125	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Mar., 2014"	"2014/03"	114	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Apr., 2014"	"2014/04"	115	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"May, 2014"	"2014/05"	103	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jun., 2014"	"2014/06"	104	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jul., 2014"	"2014/07"	108	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Aug., 2014"	"2014/08"	138	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Sep., 2014"	"2014/09"	103	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Oct., 2014"	"2014/10"	119	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Nov., 2014"	"2014/11"	111	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Dec., 2014"	"2014/12"	136	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jan., 2015"	"2015/01"	137	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Feb., 2015"	"2015/02"	145	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Mar., 2015"	"2015/03"	157	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Apr., 2015"	"2015/04"	138	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"May, 2015"	"2015/05"	136	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jun., 2015"	"2015/06"	125	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jul., 2015"	"2015/07"	133	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Aug., 2015"	"2015/08"	128	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Sep., 2015"	"2015/09"	145	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Oct., 2015"	"2015/10"	132	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Nov., 2015"	"2015/11"	128	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Dec., 2015"	"2015/12"	163	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jan., 2016"	"2016/01"	143	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Feb., 2016"	"2016/02"	125	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Mar., 2016"	"2016/03"	159	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Apr., 2016"	"2016/04"	164	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"May, 2016"	"2016/05"	166	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jun., 2016"	"2016/06"	170	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jul., 2016"	"2016/07"	162	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Aug., 2016"	"2016/08"	187	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Sep., 2016"	"2016/09"	146	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Oct., 2016"	"2016/10"	133	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Nov., 2016"	"2016/11"	158	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Dec., 2016"	"2016/12"	201	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jan., 2017"	"2017/01"	202	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Feb., 2017"	"2017/02"	191	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Mar., 2017"	"2017/03"	215	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Apr., 2017"	"2017/04"	189	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"May, 2017"	"2017/05"	165	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jun., 2017"	"2017/06"	165	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Jul., 2017"	"2017/07"	152	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Aug., 2017"	"2017/08"	173	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Sep., 2017"	"2017/09"	194	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Oct., 2017"	"2017/10"	170	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Nov., 2017"	"2017/11"	186	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"	"Dec., 2017"	"2017/12"	198	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"	"Male"	"M"			7172	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"					11644	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jan., 2014"	"2014/01"	100	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Feb., 2014"	"2014/02"	88	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Mar., 2014"	"2014/03"	95	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Apr., 2014"	"2014/04"	78	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"May, 2014"	"2014/05"	82	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jun., 2014"	"2014/06"	97	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jul., 2014"	"2014/07"	75	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Aug., 2014"	"2014/08"	89	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Sep., 2014"	"2014/09"	85	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Oct., 2014"	"2014/10"	82	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Nov., 2014"	"2014/11"	83	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Dec., 2014"	"2014/12"	82	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jan., 2015"	"2015/01"	90	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Feb., 2015"	"2015/02"	87	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Mar., 2015"	"2015/03"	114	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Apr., 2015"	"2015/04"	90	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"May, 2015"	"2015/05"	99	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jun., 2015"	"2015/06"	85	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jul., 2015"	"2015/07"	81	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Aug., 2015"	"2015/08"	89	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Sep., 2015"	"2015/09"	107	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Oct., 2015"	"2015/10"	92	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Nov., 2015"	"2015/11"	84	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Dec., 2015"	"2015/12"	91	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jan., 2016"	"2016/01"	90	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Feb., 2016"	"2016/02"	96	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Mar., 2016"	"2016/03"	103	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Apr., 2016"	"2016/04"	93	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"May, 2016"	"2016/05"	105	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jun., 2016"	"2016/06"	92	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jul., 2016"	"2016/07"	103	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Aug., 2016"	"2016/08"	105	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Sep., 2016"	"2016/09"	97	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Oct., 2016"	"2016/10"	75	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Nov., 2016"	"2016/11"	104	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Dec., 2016"	"2016/12"	106	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jan., 2017"	"2017/01"	95	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Feb., 2017"	"2017/02"	112	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Mar., 2017"	"2017/03"	112	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Apr., 2017"	"2017/04"	114	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"May, 2017"	"2017/05"	113	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jun., 2017"	"2017/06"	102	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Jul., 2017"	"2017/07"	112	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Aug., 2017"	"2017/08"	101	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Sep., 2017"	"2017/09"	95	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Oct., 2017"	"2017/10"	90	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Nov., 2017"	"2017/11"	101	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"	"Dec., 2017"	"2017/12"	106	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"	"Female"	"F"			4567	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jan., 2014"	"2014/01"	152	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Feb., 2014"	"2014/02"	171	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Mar., 2014"	"2014/03"	154	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Apr., 2014"	"2014/04"	128	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"May, 2014"	"2014/05"	131	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jun., 2014"	"2014/06"	155	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Male"	"M"	"Jul., 2014"	"2014/07"	128	Not Applicable	Not Applicable
