"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Feb., 2015"	"2015/02"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"15-24 years"	"15-24"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"25-34 years"	"25-34"	83	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"35-44 years"	"35-44"	77	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"45-54 years"	"45-54"	107	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"65-74 years"	"65-74"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Mar., 2015"	"2015/03"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"15-24 years"	"15-24"	19	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"25-34 years"	"25-34"	63	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"35-44 years"	"35-44"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"45-54 years"	"45-54"	89	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"55-64 years"	"55-64"	45	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Apr., 2015"	"2015/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"15-24 years"	"15-24"	23	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"25-34 years"	"25-34"	80	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"35-44 years"	"35-44"	84	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"45-54 years"	"45-54"	71	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"55-64 years"	"55-64"	37	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"May, 2015"	"2015/05"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"15-24 years"	"15-24"	20	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"25-34 years"	"25-34"	63	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"35-44 years"	"35-44"	64	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"45-54 years"	"45-54"	85	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"55-64 years"	"55-64"	37	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jun., 2015"	"2015/06"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"15-24 years"	"15-24"	22	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"25-34 years"	"25-34"	48	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"35-44 years"	"35-44"	92	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"45-54 years"	"45-54"	89	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"55-64 years"	"55-64"	52	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Jul., 2015"	"2015/07"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"15-24 years"	"15-24"	17	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"25-34 years"	"25-34"	58	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"35-44 years"	"35-44"	87	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"45-54 years"	"45-54"	85	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"55-64 years"	"55-64"	52	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Aug., 2015"	"2015/08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"15-24 years"	"15-24"	15	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"25-34 years"	"25-34"	68	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"35-44 years"	"35-44"	68	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"45-54 years"	"45-54"	60	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"55-64 years"	"55-64"	51	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Sep., 2015"	"2015/09"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"15-24 years"	"15-24"	18	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"25-34 years"	"25-34"	61	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"35-44 years"	"35-44"	82	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"45-54 years"	"45-54"	65	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"55-64 years"	"55-64"	42	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Oct., 2015"	"2015/10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"15-24 years"	"15-24"	14	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"25-34 years"	"25-34"	57	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"35-44 years"	"35-44"	83	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"45-54 years"	"45-54"	82	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"55-64 years"	"55-64"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Nov., 2015"	"2015/11"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"15-24 years"	"15-24"	27	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"25-34 years"	"25-34"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"35-44 years"	"35-44"	70	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"45-54 years"	"45-54"	99	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"55-64 years"	"55-64"	44	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Dec., 2015"	"2015/12"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"15-24 years"	"15-24"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"25-34 years"	"25-34"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"35-44 years"	"35-44"	84	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"45-54 years"	"45-54"	85	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"55-64 years"	"55-64"	57	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"65-74 years"	"65-74"	13	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Jan., 2016"	"2016/01"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"15-24 years"	"15-24"	10	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"25-34 years"	"25-34"	64	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"35-44 years"	"35-44"	80	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"45-54 years"	"45-54"	79	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"55-64 years"	"55-64"	44	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"65-74 years"	"65-74"	11	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Feb., 2016"	"2016/02"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"15-24 years"	"15-24"	27	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"25-34 years"	"25-34"	75	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"35-44 years"	"35-44"	95	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"45-54 years"	"45-54"	84	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Mar., 2016"	"2016/03"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"15-24 years"	"15-24"	30	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"25-34 years"	"25-34"	72	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"35-44 years"	"35-44"	88	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"45-54 years"	"45-54"	84	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"55-64 years"	"55-64"	45	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"65-74 years"	"65-74"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"75-84 years"	"75-84"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"85+ years"	"85+"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Apr., 2016"	"2016/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"May, 2016"	"2016/05"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"May, 2016"	"2016/05"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"May, 2016"	"2016/05"	"5-14 years"	"5-14"	Suppressed	Not Applicable	Not Applicable
